   1.000000     ,  0.0000000E+00
   1.000000     ,  4.9999999E-03
  0.9999750     ,  9.9999998E-03
  0.9999250     ,  1.4999875E-02
  0.9998500     ,  1.9999500E-02
  0.9997500     ,  2.4998751E-02
  0.9996250     ,  2.9997502E-02
  0.9994751     ,  3.4995627E-02
  0.9993001     ,  3.9993003E-02
  0.9991002     ,  4.4989504E-02
  0.9988753     ,  4.9985006E-02
  0.9986255     ,  5.4979384E-02
  0.9983506     ,  5.9972513E-02
  0.9980508     ,  6.4964265E-02
  0.9977261     ,  6.9954522E-02
  0.9973764     ,  7.4943155E-02
  0.9970018     ,  7.9930037E-02
  0.9966022     ,  8.4915049E-02
  0.9961778     ,  8.9898065E-02
  0.9957284     ,  9.4878957E-02
  0.9952542     ,  9.9857606E-02
  0.9947551     ,  0.1048339    
  0.9942311     ,  0.1098077    
  0.9936823     ,  0.1147788    
  0.9931086     ,  0.1197473    
  0.9925101     ,  0.1247128    
  0.9918869     ,  0.1296754    
  0.9912388     ,  0.1346348    
  0.9905660     ,  0.1395910    
  0.9898683     ,  0.1445439    
  0.9891460     ,  0.1494932    
  0.9883989     ,  0.1544390    
  0.9876271     ,  0.1593810    
  0.9868307     ,  0.1643192    
  0.9860096     ,  0.1692533    
  0.9851639     ,  0.1741834    
  0.9842935     ,  0.1791093    
  0.9833986     ,  0.1840308    
  0.9824790     ,  0.1889478    
  0.9815350     ,  0.1938602    
  0.9805664     ,  0.1987680    
  0.9795732     ,  0.2036708    
  0.9785557     ,  0.2085688    
  0.9775137     ,  0.2134616    
  0.9764472     ,  0.2183492    
  0.9753563     ,  0.2232315    
  0.9742411     ,  0.2281084    
  0.9731016     ,  0.2329797    
  0.9719377     ,  0.2378453    
  0.9707495     ,  0.2427050    
  0.9695371     ,  0.2475589    
  0.9683005     ,  0.2524067    
  0.9670396     ,  0.2572483    
  0.9657546     ,  0.2620836    
  0.9644455     ,  0.2669125    
  0.9631123     ,  0.2717348    
  0.9617550     ,  0.2765505    
  0.9603738     ,  0.2813594    
  0.9589685     ,  0.2861614    
  0.9575392     ,  0.2909564    
  0.9560860     ,  0.2957443    
  0.9546090     ,  0.3005249    
  0.9531081     ,  0.3052981    
  0.9515834     ,  0.3100638    
  0.9500349     ,  0.3148219    
  0.9484627     ,  0.3195723    
  0.9468668     ,  0.3243148    
  0.9452472     ,  0.3290494    
  0.9436041     ,  0.3337759    
  0.9419373     ,  0.3384942    
  0.9402471     ,  0.3432041    
  0.9385333     ,  0.3479056    
  0.9367961     ,  0.3525986    
  0.9350355     ,  0.3572828    
  0.9332516     ,  0.3619584    
  0.9314444     ,  0.3666250    
  0.9296139     ,  0.3712825    
  0.9277602     ,  0.3759309    
  0.9258833     ,  0.3805701    
  0.9239833     ,  0.3851999    
  0.9220602     ,  0.3898202    
  0.9201141     ,  0.3944309    
  0.9181450     ,  0.3990319    
  0.9161530     ,  0.4036231    
  0.9141381     ,  0.4082043    
  0.9121004     ,  0.4127755    
  0.9100400     ,  0.4173365    
  0.9079567     ,  0.4218872    
  0.9058508     ,  0.4264276    
  0.9037223     ,  0.4309574    
  0.9015713     ,  0.4354766    
  0.8993977     ,  0.4399850    
  0.8972017     ,  0.4444827    
  0.8949832     ,  0.4489693    
  0.8927425     ,  0.4534449    
  0.8904794     ,  0.4579093    
  0.8881941     ,  0.4623624    
  0.8858866     ,  0.4668041    
  0.8835570     ,  0.4712344    
  0.8812054     ,  0.4756529    
  0.8788317     ,  0.4800598    
  0.8764362     ,  0.4844548    
  0.8740187     ,  0.4888378    
  0.8715795     ,  0.4932088    
  0.8691184     ,  0.4975677    
  0.8666357     ,  0.5019142    
  0.8641313     ,  0.5062484    
  0.8616054     ,  0.5105700    
  0.8590580     ,  0.5148791    
  0.8564891     ,  0.5191755    
  0.8538988     ,  0.5234590    
  0.8512872     ,  0.5277296    
  0.8486544     ,  0.5319872    
  0.8460004     ,  0.5362317    
  0.8433253     ,  0.5404629    
  0.8406291     ,  0.5446808    
  0.8379120     ,  0.5488853    
  0.8351739     ,  0.5530762    
  0.8324150     ,  0.5572535    
  0.8296353     ,  0.5614170    
  0.8268349     ,  0.5655666    
  0.8240139     ,  0.5697023    
  0.8211723     ,  0.5738239    
  0.8183103     ,  0.5779313    
  0.8154278     ,  0.5820245    
  0.8125250     ,  0.5861033    
  0.8096018     ,  0.5901676    
  0.8066586     ,  0.5942174    
  0.8036951     ,  0.5982525    
  0.8007116     ,  0.6022728    
  0.7977082     ,  0.6062782    
  0.7946848     ,  0.6102687    
  0.7916416     ,  0.6142441    
  0.7885786     ,  0.6182044    
  0.7854960     ,  0.6221493    
  0.7823938     ,  0.6260790    
  0.7792721     ,  0.6299931    
  0.7761309     ,  0.6338918    
  0.7729704     ,  0.6377747    
  0.7697906     ,  0.6416419    
  0.7665915     ,  0.6454933    
  0.7633734     ,  0.6493287    
  0.7601362     ,  0.6531481    
  0.7568801     ,  0.6569514    
  0.7536051     ,  0.6607384    
  0.7503113     ,  0.6645091    
  0.7469987     ,  0.6682634    
  0.7436676     ,  0.6720012    
  0.7403179     ,  0.6757225    
  0.7369497     ,  0.6794270    
  0.7335632     ,  0.6831148    
  0.7301583     ,  0.6867856    
  0.7267353     ,  0.6904396    
  0.7232941     ,  0.6940765    
  0.7198349     ,  0.6976962    
  0.7163578     ,  0.7012987    
  0.7128627     ,  0.7048839    
  0.7093499     ,  0.7084517    
  0.7058194     ,  0.7120021    
  0.7022713     ,  0.7155349    
  0.6987057     ,  0.7190499    
  0.6951227     ,  0.7225472    
  0.6915224     ,  0.7260267    
  0.6879048     ,  0.7294883    
  0.6842700     ,  0.7329319    
  0.6806182     ,  0.7363573    
  0.6769494     ,  0.7397646    
  0.6732638     ,  0.7431537    
  0.6695614     ,  0.7465244    
  0.6658422     ,  0.7498767    
  0.6621065     ,  0.7532104    
  0.6583543     ,  0.7565256    
  0.6545857     ,  0.7598221    
  0.6508007     ,  0.7630998    
  0.6469995     ,  0.7663588    
  0.6431822     ,  0.7695988    
  0.6393489     ,  0.7728198    
  0.6354996     ,  0.7760218    
  0.6316345     ,  0.7792046    
  0.6277536     ,  0.7823682    
  0.6238571     ,  0.7855124    
  0.6199450     ,  0.7886373    
  0.6160175     ,  0.7917428    
  0.6120747     ,  0.7948287    
  0.6081166     ,  0.7978950    
  0.6041433     ,  0.8009416    
  0.6001550     ,  0.8039685    
  0.5961517     ,  0.8069755    
  0.5921336     ,  0.8099627    
  0.5881007     ,  0.8129299    
  0.5840531     ,  0.8158770    
  0.5799910     ,  0.8188040    
  0.5759144     ,  0.8217108    
  0.5718235     ,  0.8245973    
  0.5677183     ,  0.8274635    
  0.5635990     ,  0.8303093    
  0.5594656     ,  0.8331347    
  0.5553184     ,  0.8359395    
  0.5511572     ,  0.8387237    
  0.5469823     ,  0.8414872    
  0.5427938     ,  0.8442299    
  0.5385917     ,  0.8469519    
  0.5343763     ,  0.8496530    
  0.5301475     ,  0.8523331    
  0.5259055     ,  0.8549923    
  0.5216504     ,  0.8576303    
  0.5173823     ,  0.8602473    
  0.5131013     ,  0.8628430    
  0.5088075     ,  0.8654174    
  0.5045010     ,  0.8679706    
  0.5001820     ,  0.8705024    
  0.4958505     ,  0.8730127    
  0.4915067     ,  0.8755015    
  0.4871506     ,  0.8779687    
  0.4827824     ,  0.8804144    
  0.4784021     ,  0.8828383    
  0.4740099     ,  0.8852405    
  0.4696059     ,  0.8876209    
  0.4651902     ,  0.8899794    
  0.4607629     ,  0.8923160    
  0.4563241     ,  0.8946307    
  0.4518740     ,  0.8969234    
  0.4474126     ,  0.8991939    
  0.4429400     ,  0.9014423    
  0.4384564     ,  0.9036686    
  0.4339618     ,  0.9058726    
  0.4294565     ,  0.9080543    
  0.4249404     ,  0.9102136    
  0.4204138     ,  0.9123506    
  0.4158766     ,  0.9144651    
  0.4113291     ,  0.9165571    
  0.4067714     ,  0.9186265    
  0.4022035     ,  0.9206734    
  0.3976255     ,  0.9226975    
  0.3930377     ,  0.9246991    
  0.3884400     ,  0.9266778    
  0.3838327     ,  0.9286338    
  0.3792158     ,  0.9305670    
  0.3745894     ,  0.9324772    
  0.3699537     ,  0.9343646    
  0.3653088     ,  0.9362289    
  0.3606547     ,  0.9380703    
  0.3559917     ,  0.9398886    
  0.3513198     ,  0.9416838    
  0.3466391     ,  0.9434558    
  0.3419497     ,  0.9452047    
  0.3372518     ,  0.9469303    
  0.3325455     ,  0.9486327    
  0.3278309     ,  0.9503117    
  0.3231082     ,  0.9519674    
  0.3183773     ,  0.9535998    
  0.3136385     ,  0.9552087    
  0.3088919     ,  0.9567941    
  0.3041375     ,  0.9583560    
  0.2993756     ,  0.9598944    
  0.2946061     ,  0.9614092    
  0.2898293     ,  0.9629004    
  0.2850453     ,  0.9643680    
  0.2802541     ,  0.9658119    
  0.2754560     ,  0.9672321    
  0.2706509     ,  0.9686285    
  0.2658391     ,  0.9700012    
  0.2610206     ,  0.9713501    
  0.2561956     ,  0.9726751    
  0.2513641     ,  0.9739763    
  0.2465264     ,  0.9752535    
  0.2416825     ,  0.9765069    
  0.2368326     ,  0.9777363    
  0.2319767     ,  0.9789417    
  0.2271150     ,  0.9801232    
  0.2222476     ,  0.9812806    
  0.2173747     ,  0.9824139    
  0.2124962     ,  0.9835231    
  0.2076125     ,  0.9846082    
  0.2027235     ,  0.9856692    
  0.1978294     ,  0.9867060    
  0.1929304     ,  0.9877186    
  0.1880265     ,  0.9887071    
  0.1831179     ,  0.9896713    
  0.1782046     ,  0.9906113    
  0.1732869     ,  0.9915270    
  0.1683648     ,  0.9924183    
  0.1634385     ,  0.9932855    
  0.1585080     ,  0.9941282    
  0.1535735     ,  0.9949467    
  0.1486352     ,  0.9957407    
  0.1436931     ,  0.9965104    
  0.1387473     ,  0.9972557    
  0.1337980     ,  0.9979765    
  0.1288453     ,  0.9986730    
  0.1238894     ,  0.9993451    
  0.1189302     ,  0.9999926    
  0.1139681     ,   1.000616    
  0.1090030     ,   1.001214    
  0.1040352     ,   1.001788    
  9.9064671E-02 ,   1.002338    
  9.4091609E-02 ,   1.002863    
  8.9116119E-02 ,   1.003364    
  8.4138334E-02 ,   1.003840    
  7.9158366E-02 ,   1.004291    
  7.4176341E-02 ,   1.004718    
  6.9192380E-02 ,   1.005121    
  6.4206608E-02 ,   1.005499    
  5.9219141E-02 ,   1.005852    
  5.4230105E-02 ,   1.006181    
  4.9239621E-02 ,   1.006485    
  4.4247814E-02 ,   1.006764    
  3.9254803E-02 ,   1.007019    
  3.4260713E-02 ,   1.007250    
  2.9265663E-02 ,   1.007455    
  2.4269775E-02 ,   1.007637    
  1.9273173E-02 ,   1.007793    
  1.4275978E-02 ,   1.007925    
  9.2783133E-03 ,   1.008032    
  4.2802999E-03 ,   1.008115    
 -7.1794016E-04 ,   1.008173    
 -5.7162847E-03 ,   1.008207    
 -1.0714612E-02 ,   1.008216    
 -1.5712800E-02 ,   1.008200    
 -2.0710725E-02 ,   1.008160    
 -2.5708267E-02 ,   1.008095    
 -3.0705305E-02 ,   1.008006    
 -3.5701714E-02 ,   1.007892    
 -4.0697377E-02 ,   1.007753    
 -4.5692168E-02 ,   1.007590    
 -5.0685968E-02 ,   1.007402    
 -5.5678654E-02 ,   1.007190    
 -6.0670108E-02 ,   1.006953    
 -6.5660201E-02 ,   1.006692    
 -7.0648819E-02 ,   1.006406    
 -7.5635843E-02 ,   1.006096    
 -8.0621146E-02 ,   1.005761    
 -8.5604608E-02 ,   1.005402    
 -9.0586103E-02 ,   1.005018    
 -9.5565520E-02 ,   1.004610    
 -0.1005427     ,   1.004177    
 -0.1055176     ,   1.003720    
 -0.1104901     ,   1.003238    
 -0.1154599     ,   1.002732    
 -0.1204271     ,   1.002202    
 -0.1253915     ,   1.001647    
 -0.1303529     ,   1.001068    
 -0.1353114     ,   1.000465    
 -0.1402666     ,  0.9998369    
 -0.1452185     ,  0.9991848    
 -0.1501671     ,  0.9985085    
 -0.1551121     ,  0.9978078    
 -0.1600535     ,  0.9970829    
 -0.1649911     ,  0.9963338    
 -0.1699248     ,  0.9955605    
 -0.1748545     ,  0.9947630    
 -0.1797801     ,  0.9939413    
 -0.1847014     ,  0.9930955    
 -0.1896184     ,  0.9922256    
 -0.1945309     ,  0.9913316    
 -0.1994388     ,  0.9904135    
 -0.2043420     ,  0.9894714    
 -0.2092404     ,  0.9885052    
 -0.2141338     ,  0.9875152    
 -0.2190221     ,  0.9865011    
 -0.2239053     ,  0.9854631    
 -0.2287831     ,  0.9844012    
 -0.2336555     ,  0.9833155    
 -0.2385224     ,  0.9822059    
 -0.2433836     ,  0.9810725    
 -0.2482390     ,  0.9799153    
 -0.2530886     ,  0.9787344    
 -0.2579321     ,  0.9775297    
 -0.2627695     ,  0.9763014    
 -0.2676007     ,  0.9750494    
 -0.2724255     ,  0.9737738    
 -0.2772439     ,  0.9724746    
